id,Y
49999,0.11443047448
50000,0.00875986892955
50001,0.00500337457421
50002,0.015522277898
50003,0.0691350545327
50004,0.0546406480954
50005,0.165921865809
50006,0.0193201244688
50007,0.0190655192729
50008,0.186762759243
50009,0.0207400364437
50010,0.0758240487438
50011,0.00807749735516
50012,0.0418215934286
50013,0.0263795634171
50014,0.0486568025299
50015,0.0144526201012
50016,0.0994332733924
50017,0.0532859373074
50018,0.109023009645
50019,0.0283159753768
50020,0.105312894374
50021,0.0216970440033
50022,0.0153786475282
50023,0.0658882367826
50024,0.0216342080268
50025,0.0182770857558
50026,0.0620163683225
50027,0.00458985660602
50028,0.0171927891888
50029,0.109887311903
50030,0.0935897218304
50031,0.0315951159697
50032,0.0152198234958
50033,0.00752152427687
50034,0.0473012590676
50035,0.020937400501
50036,0.0415145223224
50037,0.0745351180576
50038,0.0181965547118
50039,0.0135730182882
50040,0.176398946184
50041,0.0162403550171
50042,0.104229435976
50043,0.058463249979
50044,0.0260719515404
50045,0.0076866122485
50046,0.00401783543202
50047,0.0856339646848
50048,0.0217073875348
50049,0.0409776588687
50050,0.0165047203275
50051,0.242534699093
50052,0.0129363308575
50053,0.0162718836973
50054,0.0589197262535
50055,0.0687837931936
50056,0.0113973138674
50057,0.0636472505518
50058,0.0443123486733
50059,0.00653593970139
50060,0.00535293044291
50061,0.00988268640717
50062,0.0239834968222
50063,0.017338468149
50064,0.0380717251438
50065,0.145431107305
50066,0.0280845320871
50067,0.169540182621
50068,0.0108208975028
50069,0.0125843511424
50070,0.0508418158676
50071,0.092177497358
50072,0.0403735211038
50073,0.0195594439798
50074,0.032026625609
50075,0.0407921766873
50076,0.00742978914643
50077,0.00982120320615
50078,0.00574872803386
50079,0.0430808438943
50080,0.0301608275505
50081,0.296785766826
50082,0.106992745878
50083,0.012481030174
50084,0.0841335340239
50085,0.00926694841334
50086,0.00802782640148
50087,0.0876606956504
50088,0.291073011104
50089,0.00628609947918
50090,0.212612247419
50091,0.424161590746
50092,0.0275238740587
50093,0.0291545575336
50094,0.0146967608412
50095,0.0236901255122
50096,0.00661316546256
50097,0.0141279387224
50098,0.00601832006373
50099,0.0103798319005
50100,0.287067429599
50101,0.217453097727
50102,0.0101506184779
50103,0.039209139702
50104,0.0532634710215
50105,0.0424928536742
50106,0.142989159035
50107,0.0302538811077
50108,0.28560678523
50109,0.0121071722917
50110,0.0753017365312
50111,0.205992888359
50112,0.0201854058966
50113,0.128998499639
50114,0.0132412012517
50115,0.0171195367411
50116,0.0223711020153
50117,0.0119199111782
50118,0.0504961467493
50119,0.0472173814639
50120,0.0529670410985
50121,0.0128999927006
50122,0.016520255323
50123,0.0615210460401
50124,0.0822941109961
50125,0.0226249637968
50126,0.194685024257
50127,0.0660474125637
50128,0.0129305475633
50129,0.0252909115182
50130,0.00471842037962
50131,0.00778983495082
50132,0.0386018334081
50133,0.0142952926133
50134,0.0319155015324
50135,0.00958804312334
50136,0.0794095220002
50137,0.00497956856716
50138,0.014461201386
50139,0.00874578797998
50140,0.0295434430826
50141,0.0153080444322
50142,0.00785508259243
50143,0.0232639450406
50144,0.0540997356899
50145,0.0417459390556
50146,0.0266048786277
50147,0.00624599539552
50148,0.333456805284
50149,0.0456646764127
50150,0.013035902732
50151,0.26673403153
50152,0.0702229681466
50153,0.0118726195043
50154,0.00774773282716
50155,0.0137812162499
50156,0.358606116813
50157,0.0593223473512
50158,0.00549669276822
50159,0.322745716103
50160,0.0987455419977
50161,0.0287540650332
50162,0.0210396059876
50163,0.0545240085335
50164,0.00627330894095
50165,0.0151510999826
50166,0.1113635603
50167,0.00881379267814
50168,0.0294844604366
50169,0.0882395744514
50170,0.0367150760184
50171,0.0105974986289
50172,0.0404835471774
50173,0.0259445604324
50174,0.0723990658927
50175,0.0292326365745
50176,0.0169522823638
50177,0.0270641026287
50178,0.00558668218685
50179,0.531175392946
50180,0.00481553397048
50181,0.0594322686498
50182,0.0216008070089
50183,0.328252860359
50184,0.0114947949281
50185,0.0172366241556
50186,0.211446569159
50187,0.0165530919576
50188,0.259899828128
50189,0.0045270271788
50190,0.0646810652415
50191,0.00528358406994
50192,0.00471387978305
50193,0.0349693674054
50194,0.0119264234284
50195,0.293641612392
50196,0.0859324700683
50197,0.0627959313499
50198,0.00490105970903
50199,0.0688076923652
50200,0.314282997489
50201,0.0367881949375
50202,0.0630988765962
50203,0.0150995285551
50204,0.0684312800802
