,0,1,2,y
0,0.103159278631,0.105748720467,0.105513609946,0.0
1,0.013992392458,0.0133904181421,0.0136818699539,0.0
2,0.0106873428449,0.0107676107436,0.0108679514378,0.0
3,0.0275665298104,0.0227489825338,0.0245760977268,0.0
4,0.0222258474678,0.0207293648273,0.0214449446648,0.0
5,0.00972698256373,0.00919864233583,0.0101617258042,0.0
6,0.00937350466847,0.00853371806443,0.0098613454029,0.0
7,0.0130522083491,0.0128678781912,0.013656841591,0.0
8,0.0113694351166,0.0104523282498,0.0101922377944,0.0
9,0.0484584122896,0.0436658635736,0.0497664101422,0.0
10,0.00855025835335,0.00730414735153,0.00829166453332,0.0
11,0.01173525583,0.0104317236692,0.0108362715691,0.0
12,0.530199110508,0.511793076992,0.525595784187,0.0
13,0.0207528490573,0.0199028868228,0.0192438643426,0.0
14,0.00602231454104,0.00428734067827,0.00526691460982,0.0
15,0.0120857907459,0.0107495840639,0.012963197194,0.0
16,0.0410113185644,0.0391406156123,0.0455968901515,0.0
17,0.00996934715658,0.00961839221418,0.0116196563467,0.0
18,0.026656460017,0.0215573403984,0.027542585507,0.0
19,0.0313921645284,0.0269772913307,0.0270755253732,0.0
20,0.0105685088784,0.0103551307693,0.0089547270909,0.0
21,0.0348243638873,0.0338982492685,0.0387272126973,0.0
22,0.0107679860666,0.00910050049424,0.0101351710036,0.0
23,0.0145196113735,0.0132346171886,0.0144550306723,0.0
24,0.270147830248,0.255388081074,0.264933228493,1.0
25,0.0121027920395,0.0102190906182,0.0113895032555,0.0
26,0.248935431242,0.233378782868,0.270310163498,0.0
27,0.047591317445,0.0354335643351,0.0467496849597,0.0
28,0.139846175909,0.127900138497,0.133199796081,0.0
29,0.0745235905051,0.0641079768538,0.0586879588664,0.0
30,0.125055998564,0.12422914803,0.141327530146,0.0
31,0.00841720681638,0.00721228029579,0.00801758933812,0.0
32,0.106244549155,0.099710457027,0.0994820818305,0.0
33,0.0176507793367,0.015619546175,0.0187070965767,0.0
34,0.0116290962324,0.0103722475469,0.00940033048391,0.0
35,0.009032567963,0.00836309511214,0.00799044314772,0.0
36,0.072316609323,0.0660974606872,0.0708507224917,0.0
37,0.0283188316971,0.0223070848733,0.0287724398077,0.0
38,0.0107093928382,0.012025420554,0.0140450466424,0.0
39,0.00940720271319,0.00890065077692,0.00910708587617,0.0
40,0.00739578530192,0.00695473281667,0.00760881369933,0.0
41,0.0516668371856,0.0434667095542,0.047275826335,0.0
42,0.00597969768569,0.00522031169385,0.00551635352895,0.0
43,0.0298588685691,0.0264473035932,0.0283350795507,0.0
44,0.00696311611682,0.0063589559868,0.00693719554693,0.0
45,0.00608826987445,0.00559714715928,0.00550577417016,0.0
46,0.0671016126871,0.0579626709223,0.0678570494056,0.0
47,0.0522978529334,0.0520453974605,0.0536899715662,0.0
48,0.0169046949595,0.0164991356432,0.0166717935354,0.0
49,0.0102462219074,0.00963408872485,0.0096906227991,0.0
50,0.0831428021193,0.0730801895261,0.0939730480313,0.0
51,0.681478619576,0.639183282852,0.670287370682,1.0
52,0.0367084220052,0.0402173325419,0.0408975332975,0.0
53,0.0110665075481,0.00891116913408,0.0100898630917,0.0
54,0.0213944911957,0.0204118471593,0.0208934079856,0.0
55,0.012683053501,0.0100668091327,0.0122983818874,0.0
56,0.00656259199604,0.00666172988713,0.0062872772105,0.0
57,0.0073127578944,0.00590786710382,0.00686582596973,0.0
58,0.0504628717899,0.0455835573375,0.0558497905731,0.0
59,0.00605793809518,0.00538388080895,0.0050994916819,0.0
60,0.00891846604645,0.00830787792802,0.00896508712322,0.0
61,0.0128426197916,0.0114792082459,0.0119180986658,0.0
62,0.0145051339641,0.0128155667335,0.0132335769013,0.0
63,0.0130303539336,0.00986154563725,0.0111441556364,0.0
64,0.0137644410133,0.0115429814905,0.0120292501524,0.0
65,0.0628822669387,0.0518375821412,0.0500407218933,0.0
66,0.0207513999194,0.0180768128484,0.0192486848682,0.0
67,0.0135165248066,0.0125548541546,0.013933647424,0.0
68,0.00794376805425,0.00644321041182,0.00646289251745,0.0
69,0.0722259879112,0.0659542754292,0.0770211517811,0.0
70,0.148989960551,0.141409337521,0.156343862414,1.0
71,0.00990669429302,0.00790422130376,0.00855335593224,0.0
72,0.0674834698439,0.0600442066789,0.0606749914587,0.0
73,0.00953823514283,0.0088111627847,0.00997263751924,0.0
74,0.0437131039798,0.0394253432751,0.043660916388,0.0
75,0.00591219821945,0.00458146911114,0.00499682407826,0.0
76,0.0658462867141,0.0623650625348,0.0631815940142,0.0
77,0.0109896417707,0.00936944968998,0.01117795147,0.0
78,0.0654283314943,0.0653828755021,0.0705959275365,0.0
79,0.00925304275006,0.00851684622467,0.00911139789969,0.0
80,0.119796924293,0.108407795429,0.111570507288,1.0
81,0.313713848591,0.263691991568,0.327055007219,0.0
82,0.0356628187001,0.0330070443451,0.0419898815453,0.0
83,0.0130314454436,0.0115093849599,0.0124767497182,0.0
84,0.119197487831,0.112122915685,0.109116859734,0.0
85,0.0779958441854,0.0703625008464,0.0670679658651,0.0
86,0.0119752055034,0.0105367200449,0.0104781547561,0.0
87,0.0168488640338,0.0148448441178,0.0144098857418,0.0
88,0.0488688386977,0.0435450971127,0.0460413917899,0.0
89,0.0408825241029,0.0342494435608,0.0350348241627,0.0
90,0.0711825639009,0.0673470497131,0.0755263566971,0.0
91,0.0230501182377,0.0220006555319,0.0252764075994,0.0
92,0.0287375003099,0.0256913304329,0.0298392828554,0.0
93,0.494141489267,0.473948836327,0.533559918404,1.0
94,0.00545309344307,0.00440951669589,0.00511597609147,0.0
95,0.049655597657,0.0425332225859,0.0518586188555,0.0
96,0.153449878097,0.130263447762,0.151163265109,1.0
97,0.0698318555951,0.0564033947885,0.0682061985135,0.0
98,0.0110074905679,0.0103900590912,0.0112445503473,0.0
99,0.0130853159353,0.0117288036272,0.0135243600234,0.0
100,0.0340121053159,0.0304903797805,0.0303821861744,0.0
101,0.0621993765235,0.0430495589972,0.0579710453749,0.0
102,0.00592627748847,0.00446949573234,0.00593827059492,0.0
103,0.0104881413281,0.00868559163064,0.00940714869648,0.0
104,0.0138793671504,0.0148206306621,0.0153619954363,0.0
105,0.0830560028553,0.0758453458548,0.0664349421859,0.0
106,0.012585921213,0.0110859731212,0.0116111710668,0.0
